# ln(x) rounding bounds for all valid bfloat16 inputs (MPFR 4.2.1)
# lb=(y_prev+y)/2, ub=(y+y_next)/2; edge open/closed by ties-to-even
#   y even -> [lb,ub] rounds to y (closed); y odd -> (lb,ub) (open)
# columns: u,i1,i2,scope,edge,lb_hex,ub_hex,y_hex,y_bits,lb_dec,ub_dec
26046,203,62,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26047,203,63,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26048,203,64,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26049,203,65,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26050,203,66,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26051,203,67,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26052,203,68,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26053,203,69,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26054,203,70,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26055,203,71,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26056,203,72,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26057,203,73,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26058,203,74,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26059,203,75,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26060,203,76,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26061,203,77,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26062,203,78,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26063,203,79,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26064,203,80,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26065,203,81,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26066,203,82,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26067,203,83,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26068,203,84,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26069,203,85,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26070,203,86,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26071,203,87,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26072,203,88,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26073,203,89,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26074,203,90,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26075,203,91,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26076,203,92,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26077,203,93,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26078,203,94,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26079,203,95,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26080,203,96,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26081,203,97,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26082,203,98,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26083,203,99,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26084,203,100,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26085,203,101,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26086,203,102,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26087,203,103,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26088,203,104,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26089,203,105,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26090,203,106,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26091,203,107,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26092,203,108,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26093,203,109,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26094,203,110,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26095,203,111,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26096,203,112,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26097,203,113,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26098,203,114,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26099,203,115,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26100,203,116,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26101,203,117,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26102,203,118,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26103,203,119,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26104,203,120,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26105,203,121,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26106,203,122,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26107,203,123,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26108,203,124,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26109,203,125,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26110,203,126,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26111,203,127,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26112,204,0,LP,open,0x3.52p+4,0x3.56p+4,0x3.54p+4,0x4255,53.125,53.375
26113,204,1,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26114,204,2,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26115,204,3,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26116,204,4,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26117,204,5,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26118,204,6,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26119,204,7,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26120,204,8,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26121,204,9,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26122,204,10,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26123,204,11,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26124,204,12,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26125,204,13,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26126,204,14,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26127,204,15,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26128,204,16,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26129,204,17,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26130,204,18,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26131,204,19,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26132,204,20,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26133,204,21,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26134,204,22,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26135,204,23,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26136,204,24,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26137,204,25,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26138,204,26,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26139,204,27,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26140,204,28,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26141,204,29,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26142,204,30,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26143,204,31,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26144,204,32,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26145,204,33,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26146,204,34,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26147,204,35,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26148,204,36,LP,closed,0x3.56p+4,0x3.5ap+4,0x3.58p+4,0x4256,53.375,53.625
26149,204,37,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26150,204,38,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26151,204,39,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26152,204,40,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26153,204,41,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26154,204,42,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26155,204,43,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26156,204,44,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26157,204,45,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26158,204,46,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26159,204,47,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26160,204,48,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26161,204,49,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26162,204,50,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26163,204,51,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26164,204,52,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26165,204,53,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26166,204,54,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26167,204,55,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26168,204,56,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26169,204,57,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26170,204,58,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26171,204,59,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26172,204,60,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26173,204,61,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26174,204,62,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26175,204,63,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26176,204,64,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26177,204,65,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26178,204,66,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26179,204,67,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26180,204,68,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26181,204,69,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26182,204,70,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26183,204,71,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26184,204,72,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26185,204,73,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26186,204,74,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26187,204,75,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26188,204,76,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26189,204,77,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26190,204,78,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26191,204,79,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26192,204,80,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26193,204,81,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26194,204,82,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26195,204,83,LP,open,0x3.5ap+4,0x3.5ep+4,0x3.5cp+4,0x4257,53.625,53.875
26196,204,84,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26197,204,85,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26198,204,86,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26199,204,87,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26200,204,88,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26201,204,89,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26202,204,90,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26203,204,91,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26204,204,92,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26205,204,93,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26206,204,94,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26207,204,95,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26208,204,96,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26209,204,97,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26210,204,98,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26211,204,99,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26212,204,100,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26213,204,101,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26214,204,102,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26215,204,103,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26216,204,104,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26217,204,105,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26218,204,106,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26219,204,107,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26220,204,108,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26221,204,109,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26222,204,110,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26223,204,111,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26224,204,112,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26225,204,113,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26226,204,114,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26227,204,115,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26228,204,116,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26229,204,117,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26230,204,118,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26231,204,119,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26232,204,120,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26233,204,121,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26234,204,122,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26235,204,123,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26236,204,124,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26237,204,125,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26238,204,126,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26239,204,127,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26240,205,0,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26241,205,1,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26242,205,2,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26243,205,3,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26244,205,4,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26245,205,5,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26246,205,6,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26247,205,7,LP,closed,0x3.5ep+4,0x3.62p+4,0x3.6p+4,0x4258,53.875,54.125
26248,205,8,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26249,205,9,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26250,205,10,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26251,205,11,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26252,205,12,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26253,205,13,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26254,205,14,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26255,205,15,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26256,205,16,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26257,205,17,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26258,205,18,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26259,205,19,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26260,205,20,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26261,205,21,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26262,205,22,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26263,205,23,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26264,205,24,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26265,205,25,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26266,205,26,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26267,205,27,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26268,205,28,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26269,205,29,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26270,205,30,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26271,205,31,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26272,205,32,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26273,205,33,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26274,205,34,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26275,205,35,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26276,205,36,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26277,205,37,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26278,205,38,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26279,205,39,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26280,205,40,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26281,205,41,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26282,205,42,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26283,205,43,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26284,205,44,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26285,205,45,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26286,205,46,LP,open,0x3.62p+4,0x3.66p+4,0x3.64p+4,0x4259,54.125,54.375
26287,205,47,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26288,205,48,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26289,205,49,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26290,205,50,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26291,205,51,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26292,205,52,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26293,205,53,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26294,205,54,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26295,205,55,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26296,205,56,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26297,205,57,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26298,205,58,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26299,205,59,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26300,205,60,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26301,205,61,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26302,205,62,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
26303,205,63,LP,closed,0x3.66p+4,0x3.6ap+4,0x3.68p+4,0x425A,54.375,54.625
